village,location,property_type,road_type,year,price_lakhs
edigah,shah hamdan colony,residential,front side road,2027,47.47560468074313
edigah,shah hamdan colony,residential,front side road,2028,50.79889700839515
edigah,shah hamdan colony,residential,front side road,2029,54.35481979898282
edigah,shah hamdan colony,residential,front side road,2030,58.159657184911616
edigah,shah hamdan colony,residential,front side road,2031,62.23083318785544
edigah,shah hamdan colony,commercial,front side road,2021,42.79749999999999
edigah,shah hamdan colony,commercial,front side road,2022,46.2213
edigah,shah hamdan colony,commercial,front side road,2023,49.919004
edigah,shah hamdan colony,commercial,front side road,2024,53.91252432000001
edigah,shah hamdan colony,commercial,front side road,2025,58.22552626560001
edigah,shah hamdan colony,commercial,front side road,2026,62.88356836684802
edigah,shah hamdan colony,commercial,front side road,2027,67.91425383619585
edigah,shah hamdan colony,commercial,front side road,2028,73.34739414309155
edigah,shah hamdan colony,commercial,front side road,2029,79.21518567453886
edigah,shah hamdan colony,commercial,front side road,2030,85.55240052850199
edigah,shah hamdan colony,commercial,front side road,2031,92.39659257078215
edigah,waniyar,residential,front side road,2021,47.7
edigah,waniyar,residential,front side road,2022,51.039
edigah,waniyar,residential,front side road,2023,54.61173
edigah,waniyar,residential,front side road,2024,58.4345511
edigah,waniyar,residential,front side road,2025,62.52496967700001
edigah,waniyar,residential,front side road,2026,66.90171755439003
edigah,waniyar,residential,front side road,2027,71.58483778319733
edigah,waniyar,residential,front side road,2028,76.59577642802114
edigah,waniyar,residential,front side road,2029,81.95748077798262
edigah,waniyar,residential,front side road,2030,87.69450443244142
edigah,waniyar,residential,front side road,2031,93.83311974271233
edigah,waniyar,commercial,front side road,2021,53.55
edigah,waniyar,commercial,front side road,2022,57.834
edigah,waniyar,commercial,front side road,2023,62.46072000000001
edigah,waniyar,commercial,front side road,2024,67.45757760000001
edigah,waniyar,commercial,front side road,2025,72.85418380800002
edigah,waniyar,commercial,front side road,2026,78.68251851264003
edigah,waniyar,commercial,front side road,2027,84.97711999365123
edigah,waniyar,commercial,front side road,2028,91.77528959314334
edigah,waniyar,commercial,front side road,2029,99.1173127605948
edigah,waniyar,commercial,front side road,2030,107.0466977814424
edigah,waniyar,commercial,front side road,2031,115.61043360395782
edigah,devipora(rangpora),residential,front side road,2021,47.7
edigah,devipora(rangpora),residential,front side road,2022,51.039
edigah,devipora(rangpora),residential,front side road,2023,54.61173
edigah,devipora(rangpora),residential,front side road,2024,58.4345511
edigah,devipora(rangpora),residential,front side road,2025,62.52496967700001
edigah,devipora(rangpora),residential,front side road,2026,66.90171755439003
edigah,devipora(rangpora),residential,front side road,2027,71.58483778319733
edigah,devipora(rangpora),residential,front side road,2028,76.59577642802114
edigah,devipora(rangpora),residential,front side road,2029,81.95748077798262
edigah,devipora(rangpora),residential,front side road,2030,87.69450443244142
edigah,devipora(rangpora),residential,front side road,2031,93.83311974271233
edigah,devipora(rangpora),commercial,front side road,2021,53.55
edigah,devipora(rangpora),commercial,front side road,2022,57.834
edigah,devipora(rangpora),commercial,front side road,2023,62.46072000000001
edigah,devipora(rangpora),commercial,front side road,2024,67.45757760000001
edigah,devipora(rangpora),commercial,front side road,2025,72.85418380800002
edigah,devipora(rangpora),commercial,front side road,2026,78.68251851264003
edigah,devipora(rangpora),commercial,front side road,2027,84.97711999365123
edigah,devipora(rangpora),commercial,front side road,2028,91.77528959314334
edigah,devipora(rangpora),commercial,front side road,2029,99.1173127605948
edigah,devipora(rangpora),commercial,front side road,2030,107.0466977814424
edigah,devipora(rangpora),commercial,front side road,2031,115.61043360395782
edigah,baghat shoora,residential,front side road,2021,49.589999999999996
edigah,baghat shoora,residential,front side road,2022,53.0613
edigah,baghat shoora,residential,front side road,2023,56.775591
edigah,baghat shoora,residential,front side road,2024,60.74988237
edigah,baghat shoora,residential,front side road,2025,65.00237413590001
edigah,baghat shoora,residential,front side road,2026,69.55254032541302
edigah,baghat shoora,residential,front side road,2027,74.42121814819194
edigah,baghat shoora,residential,front side road,2028,79.63070341856536
edigah,baghat shoora,residential,front side road,2029,85.20485265786496
edigah,baghat shoora,residential,front side road,2030,91.16919234391551
edigah,baghat shoora,residential,front side road,2031,97.5510358079896
edigah,baghat shoora,commercial,front side road,2021,50.872499999999995
edigah,baghat shoora,commercial,front side road,2022,54.9423
edigah,baghat shoora,commercial,front side road,2023,59.33768400000001
edigah,baghat shoora,commercial,front side road,2024,64.08469872
edigah,baghat shoora,commercial,front side road,2025,69.21147461760002
edigah,baghat shoora,commercial,front side road,2026,74.74839258700803
edigah,baghat shoora,commercial,front side road,2027,80.72826399396867
edigah,baghat shoora,commercial,front side road,2028,87.18652511348617
edigah,baghat shoora,commercial,front side road,2029,94.16144712256505
edigah,baghat shoora,commercial,front side road,2030,101.69436289237028
edigah,baghat shoora,commercial,front side road,2031,109.82991192375992
edigah,mala bagh,residential,front side road,2021,49.589999999999996
edigah,mala bagh,residential,front side road,2022,53.0613
edigah,mala bagh,residential,front side road,2023,56.775591
edigah,mala bagh,residential,front side road,2024,60.74988237
edigah,mala bagh,residential,front side road,2025,65.00237413590001
edigah,mala bagh,residential,front side road,2026,69.55254032541302
edigah,mala bagh,residential,front side road,2027,74.42121814819194
edigah,mala bagh,residential,front side road,2028,79.63070341856536
edigah,mala bagh,residential,front side road,2029,85.20485265786496
edigah,mala bagh,residential,front side road,2030,91.16919234391551
edigah,mala bagh,residential,front side road,2031,97.5510358079896
edigah,mala bagh,commercial,front side road,2021,50.872499999999995
edigah,mala bagh,commercial,front side road,2022,54.9423
edigah,mala bagh,commercial,front side road,2023,59.33768400000001
edigah,mala bagh,commercial,front side road,2024,64.08469872
edigah,mala bagh,commercial,front side road,2025,69.21147461760002
edigah,mala bagh,commercial,front side road,2026,74.74839258700803
edigah,mala bagh,commercial,front side road,2027,80.72826399396867
edigah,mala bagh,commercial,front side road,2028,87.18652511348617
edigah,mala bagh,commercial,front side road,2029,94.16144712256505
edigah,mala bagh,commercial,front side road,2030,101.69436289237028
edigah,mala bagh,commercial,front side road,2031,109.82991192375992
edigah,hafiz bagh,residential,front side road,2021,49.589999999999996
edigah,hafiz bagh,residential,front side road,2022,53.0613
edigah,hafiz bagh,residential,front side road,2023,56.775591
edigah,hafiz bagh,residential,front side road,2024,60.74988237
edigah,hafiz bagh,residential,front side road,2025,65.00237413590001
edigah,hafiz bagh,residential,front side road,2026,69.55254032541302
edigah,hafiz bagh,residential,front side road,2027,74.42121814819194
edigah,hafiz bagh,residential,front side road,2028,79.63070341856536
edigah,hafiz bagh,residential,front side road,2029,85.20485265786496
edigah,hafiz bagh,residential,front side road,2030,91.16919234391551
edigah,hafiz bagh,residential,front side road,2031,97.5510358079896
edigah,hafiz bagh,commercial,front side road,2021,50.872499999999995
edigah,hafiz bagh,commercial,front side road,2022,54.9423
edigah,hafiz bagh,commercial,front side road,2023,59.33768400000001
edigah,hafiz bagh,commercial,front side road,2024,64.08469872
edigah,hafiz bagh,commercial,front side road,2025,69.21147461760002
edigah,hafiz bagh,commercial,front side road,2026,74.74839258700803
edigah,hafiz bagh,commercial,front side road,2027,80.72826399396867
edigah,hafiz bagh,commercial,front side road,2028,87.18652511348617
edigah,hafiz bagh,commercial,front side road,2029,94.16144712256505
edigah,hafiz bagh,commercial,front side road,2030,101.69436289237028
edigah,hafiz bagh,commercial,front side road,2031,109.82991192375992
edigah,city colony,residential,front side road,2021,49.589999999999996
edigah,city colony,residential,front side road,2022,53.0613
edigah,city colony,residential,front side road,2023,56.775591
edigah,city colony,residential,front side road,2024,60.74988237
edigah,city colony,residential,front side road,2025,65.00237413590001
edigah,city colony,residential,front side road,2026,69.55254032541302
edigah,city colony,residential,front side road,2027,74.42121814819194
edigah,city colony,residential,front side road,2028,79.63070341856536
edigah,city colony,residential,front side road,2029,85.20485265786496
edigah,city colony,residential,front side road,2030,91.16919234391551
edigah,city colony,residential,front side road,2031,97.5510358079896
edigah,city colony,commercial,front side road,2021,50.872499999999995
edigah,city colony,commercial,front side road,2022,54.9423
edigah,city colony,commercial,front side road,2023,59.33768400000001
edigah,city colony,commercial,front side road,2024,64.08469872
edigah,city colony,commercial,front side road,2025,69.21147461760002
edigah,city colony,commercial,front side road,2026,74.74839258700803
edigah,city colony,commercial,front side road,2027,80.72826399396867
edigah,city colony,commercial,front side road,2028,87.18652511348617
edigah,city colony,commercial,front side road,2029,94.16144712256505
edigah,city colony,commercial,front side road,2030,101.69436289237028
edigah,city colony,commercial,front side road,2031,109.82991192375992
edigah,new colony 90ft road,residential,front side road,2021,58.13999999999999
edigah,new colony 90ft road,residential,front side road,2022,62.2098
edigah,new colony 90ft road,residential,front side road,2023,66.564486
edigah,new colony 90ft road,residential,front side road,2024,71.22400001999999
edigah,new colony 90ft road,residential,front side road,2025,76.2096800214
edigah,new colony 90ft road,residential,front side road,2026,81.54435762289802
edigah,new colony 90ft road,residential,front side road,2027,87.25246265650088
edigah,new colony 90ft road,residential,front side road,2028,93.36013504245595
edigah,new colony 90ft road,residential,front side road,2029,99.89534449542788
edigah,new colony 90ft road,residential,front side road,2030,106.88801861010785
edigah,new colony 90ft road,residential,front side road,2031,114.3701799128154
edigah,new colony 90ft road,commercial,front side road,2021,76.71249999999999
edigah,new colony 90ft road,commercial,front side road,2022,82.84949999999999
edigah,new colony 90ft road,commercial,front side road,2023,89.47746
edigah,new colony 90ft road,commercial,front side road,2024,96.6356568
edigah,new colony 90ft road,commercial,front side road,2025,104.36650934400001
edigah,new colony 90ft road,commercial,front side road,2026,112.71583009152003
